C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_57_433.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_57_433.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_57_433.jpg,0,0,0,6466609
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_57_536.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_57_536.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_57_536.jpg,0,0,0,6399736
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_57_638.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_57_638.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_57_638.jpg,0,0,0,6333537
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_57_739.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_57_739.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_57_739.jpg,0,0,0,6268001
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_57_841.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_57_841.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_57_841.jpg,0,0,0,6203123
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_57_942.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_57_942.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_57_942.jpg,0,0,0,6138895
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_58_047.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_58_047.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_58_047.jpg,0,0,0,6062673
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_58_150.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_58_150.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_58_150.jpg,0,0,0,5999856
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_58_254.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_58_254.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_58_254.jpg,0,0,0,5937669
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_58_356.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_58_356.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_58_356.jpg,0,0,0,5876106
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_58_461.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_58_461.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_58_461.jpg,0,0,0,5815161
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_58_568.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_58_568.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_58_568.jpg,0, 0.3496003,0,6034806
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_58_671.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_58_671.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_58_671.jpg,0, 0.6589007,0,6606587
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_58_776.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_58_776.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_58_776.jpg,0, 0.9518432,0,7532259
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_58_879.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_58_879.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_58_879.jpg,0,1,0,8658405
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_58_980.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_58_980.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_58_980.jpg,0,1,0,9776985
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_59_082.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_59_082.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_59_082.jpg,0,1,0,1088456
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_59_182.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_59_182.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_59_182.jpg,0,1,0,1211127
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_59_284.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_59_284.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_59_284.jpg, -0.1279645,1,0,1309003
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_59_389.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_59_389.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_59_389.jpg, -0.4363071,1,0,1406216
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_59_491.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_59_491.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_59_491.jpg, -0.1295375,1,0,154164
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_59_596.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_59_596.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_59_596.jpg,0,1,0,1622338
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_59_701.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_59_701.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_59_701.jpg,0,1,0,1750646
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_59_809.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_59_809.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_59_809.jpg,0,1,0,1872672
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_55_59_911.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_55_59_911.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_55_59_911.jpg,0,1,0,1960642
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_56_00_017.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_56_00_017.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_56_00_017.jpg,0,1,0,2072576
C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\center_2019_07_16_21_56_00_121.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\left_2019_07_16_21_56_00_121.jpg,C:\Users\axell\Desktop\Neural_network\PYTHON\Data\IMG\right_2019_07_16_21_56_00_121.jpg,0,1,0,2165404
